iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
260;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
261;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
262;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
263;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;;;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:40;14:26:41;14:26:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
264;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
265;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
266;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
267;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
268;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;;;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:41;14:26:42;14:26:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
269;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
270;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
271;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
272;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
273;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;;;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:42;14:26:43;14:26:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
274;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
275;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
276;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
277;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
278;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;;;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:43;14:26:44;14:26:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
279;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
280;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
281;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
282;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
283;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;;;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:44;14:26:45;14:26:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
284;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
285;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
286;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
287;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;14:26:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
288;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
289;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
290;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
291;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
292;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;;;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:46;14:26:47;14:26:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
293;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
294;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
295;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
296;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
297;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;;;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:47;14:26:48;14:26:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
298;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
299;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
300;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
301;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;14:26:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
302;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
303;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
304;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
305;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
306;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;;;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:49;14:26:50;14:26:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
307;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
308;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
309;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
310;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
311;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;;;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:50;14:26:51;14:26:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
312;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
313;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
314;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
315;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;14:26:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
316;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
317;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
318;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
319;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;14:26:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
320;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
321;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
322;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
323;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
324;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;14:26:53;;;14:26:53;14:26:53;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
325;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
326;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
327;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
328;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;;;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:54;14:26:55;14:26:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
329;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
330;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
331;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
332;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;14:26:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
333;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
334;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
335;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
336;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
337;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;;;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:56;14:26:57;14:26:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
338;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
339;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
340;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;14:26:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
