iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
379;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
380;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
381;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;14:27:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
382;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
383;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
384;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
385;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;;;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:08;14:27:09;14:27:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
386;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
387;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
388;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
389;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;;;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:09;14:27:10;14:27:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
390;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
391;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
392;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
393;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;;;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:10;14:27:11;14:27:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
394;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
395;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
396;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;14:27:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
397;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
398;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
399;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
400;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;14:27:12;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
401;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
402;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
403;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
404;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;;;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:13;14:27:14;14:27:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
405;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
406;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
407;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;14:27:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
408;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
409;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
410;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
411;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;;;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:15;14:27:16;14:27:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
412;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
413;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
414;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
415;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;;;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:16;14:27:17;14:27:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
416;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
417;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
418;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;14:27:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
419;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
420;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
421;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
422;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;;;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:18;14:27:19;14:27:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
423;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
424;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
425;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;14:27:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
426;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
427;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
428;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
429;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;;;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:20;14:27:21;14:27:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
430;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
431;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
432;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;14:27:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
433;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
434;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
435;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
436;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;;;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:22;14:27:23;14:27:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
437;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
438;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
439;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;14:27:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
440;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
441;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
442;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
443;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;;;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:24;14:27:25;14:27:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
444;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
445;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
446;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;14:27:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
447;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
448;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
449;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
450;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:26;14:27:27;14:27:27;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
451;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;;;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
452;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;;;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
453;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;;;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:27;14:27:28;14:27:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
454;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
455;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
456;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;14:27:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
457;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
458;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
459;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;14:27:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
